id;query;answer;hi_answer
224760_1;What is an easy way to remember how to do CPR?;ABC, check airway, check breathing, check pulse (circulation). Child 1 breath 5 compressions, adult 2 breaths, 15 FAST compressions. I know it sounds stupid, but practice on a doll, making sure you count as you go and you are pushing fast and hard enough. If you're gonna jump in and help someone great, just make sure you know what you are doing and have it down to a T, so you can remember it under stress.;"
				ABC, &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;check&lt;/strong&gt;&lt;/span&gt; airway, &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;check&lt;/strong&gt;&lt;/span&gt; breathing, &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;check&lt;/strong&gt;&lt;/span&gt; pulse (circulation). Child 1 &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;breath&lt;/strong&gt;&lt;/span&gt; 5 &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;compressions&lt;/strong&gt;&lt;/span&gt;, adult 2 &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;breaths&lt;/strong&gt;&lt;/span&gt;, 15 &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;FAST&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;compressions&lt;/strong&gt;&lt;/span&gt;. I know it sounds stupid, but practice on a doll, making &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;sure&lt;/strong&gt;&lt;/span&gt; you count as you go and you are pushing fast and hard enough. If you're gonna jump in and help someone great, just make &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;sure&lt;/strong&gt;&lt;/span&gt; you know what you are doing and have it down to a T, so you can remember it under stress.
			"
2354832_0;What is the difference between a LCD Monitor & a TFT LCD Monitor?;I work on diesel - electric locomotives .The power system and components ( high voltage and amperage ), such as the traction motors,are protected by a 'ground relay ' that 'trips' and cuts power when a ground fault exists.. In our terms a 'ground fault' means that the negative or positive cables or components are grounded, meaning the insulation is bad and the circuit touches the body at that bad spot, referred to as ground. (ground is referred to as the general mass of earth ) and the locomotive is basically on earth through the wheels on the rails.. We use a 1000 volt meggar meter , one lead coupled to the positive or negative power circuit, and the other lead coupled to ground, and then we send 1000 volts into the system and it indicates/reflects to what extent the circuit is grounded and by isolating different parts of the circuit we can detect exactly where the ground fault is situated by reading the power schematic . (electrical drawing or plan )Hope it explains enough.;"
				I work on diesel - electric locomotives .The power system and components ( high voltage and amperage ), such as the traction motors,are protected by a '&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;ground&lt;/strong&gt;&lt;/span&gt; relay ' that 'trips' and cuts power when a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;ground&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;fault&lt;/strong&gt;&lt;/span&gt; exists..  In our terms a '&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;ground&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;fault&lt;/strong&gt;&lt;/span&gt;' means that the negative or positive cables or components are &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;grounded&lt;/strong&gt;&lt;/span&gt;, meaning the insulation is bad and the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;circuit&lt;/strong&gt;&lt;/span&gt; touches the body at that bad spot, referred to as &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;ground&lt;/strong&gt;&lt;/span&gt;. (&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;ground&lt;/strong&gt;&lt;/span&gt; is referred to as the general mass of earth ) and the locomotive is basically on earth through the wheels on the rails.. We use a 1000 &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;volt&lt;/strong&gt;&lt;/span&gt; meggar meter , one lead coupled to the positive or negative power &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;circuit&lt;/strong&gt;&lt;/span&gt;, and the other lead coupled to &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;ground&lt;/strong&gt;&lt;/span&gt;, and then we send 1000 &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;volts&lt;/strong&gt;&lt;/span&gt; into the system and it indicates/reflects to what extent the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;circuit&lt;/strong&gt;&lt;/span&gt; is &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;grounded&lt;/strong&gt;&lt;/span&gt; and by isolating different parts of the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;circuit&lt;/strong&gt;&lt;/span&gt; we can detect exactly where the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;ground&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;fault&lt;/strong&gt;&lt;/span&gt; is situated by reading the power schematic .(electrical drawing or plan )&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Hope&lt;/strong&gt;&lt;/span&gt; it explains enough.
			"
2354832_1;What is the difference between a LCD Monitor & a TFT LCD Monitor?;TFT: Thin Film Transistor. A type of LCD display where each pixel is controlled by one to four transistors. TFT screens are sometimes called active matrix LCDs.. . All the information you ever wanted to know about LCDs is at this link below:;"
				&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;TFT&lt;/strong&gt;&lt;/span&gt;: &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Thin&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Film&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Transistor&lt;/strong&gt;&lt;/span&gt;. A type of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;LCD&lt;/strong&gt;&lt;/span&gt; display where each &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;pixel&lt;/strong&gt;&lt;/span&gt; is controlled by one to four &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;transistors&lt;/strong&gt;&lt;/span&gt;. &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;TFT&lt;/strong&gt;&lt;/span&gt; screens are sometimes called active &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;matrix&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;LCDs&lt;/strong&gt;&lt;/span&gt;.. . All the information you ever wanted to know about &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;LCDs&lt;/strong&gt;&lt;/span&gt; is at this link below:
			"
2359607_0;Why do women have to have slower metabolisms then men?;"Because women are not equally represented in any government in the world and until they understand that and people (men and women both) decide to do something about it there will always be an unbalance and therefore a struggle for power and control amongst men. Women have an ability to balance things that men have always fought each other over; land, money, hunting grounds, women, etc. About that, if men would start realizing that women are not property to be fought over, traded, raped and bought, there would be a heck of a lot less to fight each other about. Except maybe who gets the last beer in the case.";"
				Because &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;women&lt;/strong&gt;&lt;/span&gt; are not equally represented in any government in the world and until they understand that and people (&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;men&lt;/strong&gt;&lt;/span&gt; and &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;women&lt;/strong&gt;&lt;/span&gt; both) decide to do something about it there will always be an &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;unbalance&lt;/strong&gt;&lt;/span&gt; and therefore a struggle for power and control amongst &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;men&lt;/strong&gt;&lt;/span&gt;.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Women&lt;/strong&gt;&lt;/span&gt; have an ability to balance things that &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;men&lt;/strong&gt;&lt;/span&gt; have always &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;fought&lt;/strong&gt;&lt;/span&gt; each other over; land, money, hunting grounds, &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;women&lt;/strong&gt;&lt;/span&gt;, etc.  About that, if &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;men&lt;/strong&gt;&lt;/span&gt; would start realizing that &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;women&lt;/strong&gt;&lt;/span&gt; are not property to be &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;fought&lt;/strong&gt;&lt;/span&gt; over, traded, raped and bought, there would be a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;heck&lt;/strong&gt;&lt;/span&gt; of a lot less to fight each other about. Except maybe who gets the last beer in the case.
			"
2359607_1;Why do women have to have slower metabolisms then men?;Some men do and some dont. Some men do manual labor like shoveling dirt gravel etc. Men were meant to do menial tasks and women were not.however some women do have faster metabolic rates than many men. Its really all in the genes not in the sex;"
				Some &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;men&lt;/strong&gt;&lt;/span&gt; do and some &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;dont&lt;/strong&gt;&lt;/span&gt;. some &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;men&lt;/strong&gt;&lt;/span&gt; do manual labor like &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;shoveling&lt;/strong&gt;&lt;/span&gt; dirt gravel etc. &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;men&lt;/strong&gt;&lt;/span&gt; were meant to do &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;menial&lt;/strong&gt;&lt;/span&gt; tasks and women were not.however some women do have faster metabolic rates than many &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;men&lt;/strong&gt;&lt;/span&gt;. its really all in the genes not in the sex
			"
2386029_0;"Why do people park in front of signs that clearly say ""NO PARKING""?";Take the stairs instead of the elevator. Park far away in the parking lot so that you have to walk farther. Walk over to someone's desk when you need to talk to them rather than calling or emailing. Go for a walk during your lunch break.;"
				Take the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;stairs&lt;/strong&gt;&lt;/span&gt; instead of the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;elevator&lt;/strong&gt;&lt;/span&gt;.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Park&lt;/strong&gt;&lt;/span&gt; far away in the parking lot so that you have to &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;walk&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;farther&lt;/strong&gt;&lt;/span&gt;.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Walk&lt;/strong&gt;&lt;/span&gt; over to someone's desk when you need to talk to them rather than calling or &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;emailing&lt;/strong&gt;&lt;/span&gt;.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Go&lt;/strong&gt;&lt;/span&gt; for a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;walk&lt;/strong&gt;&lt;/span&gt; during your lunch break.
			"
2386029_1;"Why do people park in front of signs that clearly say ""NO PARKING""?";"Why do people touch benches that warn ""Do Not Touch Wet Paint"". Why do people invariably walk across ground that ask ""Please Do No Walk on Grass"". Why does everyone want to go down the road the says ""Private Do Not Enter"". I guess you call it human nature.";"
				Why do people &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;touch&lt;/strong&gt;&lt;/span&gt; benches that &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;warn&lt;/strong&gt;&lt;/span&gt; ""Do Not &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Touch&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Wet&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Paint&lt;/strong&gt;&lt;/span&gt;"".  Why do people &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;invariably&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;walk&lt;/strong&gt;&lt;/span&gt; across ground that ask ""&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Please&lt;/strong&gt;&lt;/span&gt; Do No &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Walk&lt;/strong&gt;&lt;/span&gt; on &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Grass&lt;/strong&gt;&lt;/span&gt;"".  Why does everyone want to go down the road the says ""&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Private&lt;/strong&gt;&lt;/span&gt; Do Not Enter"".  I &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;guess&lt;/strong&gt;&lt;/span&gt; you call it human nature.
			"
238782_0;How can a student with bad credit go about getting a good student loan for University college?;"Because most of the public state universities _have_ to take students from that state, provided that they make some sort of minimum requirement, usually some form of combined GPA and SAT. Now GPA's from high schools can range from ""informative"" to ""absolutely worthless"" with regards to what they say about the student who got them. Basically they have to admit a lot of students, who to put it bluntly, have no business being at an institute of higher learning in the first place.. . Really, the universities don't have ""weed-out"" the students, as the student's tend to ""weed-out"" themselves.";"
				Because most of the public state universities _have_ to take &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;students&lt;/strong&gt;&lt;/span&gt; from that state, provided that they make some sort of minimum requirement, usually some form of combined &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;GPA&lt;/strong&gt;&lt;/span&gt; and &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;SAT&lt;/strong&gt;&lt;/span&gt;.  Now &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;GPA&lt;/strong&gt;&lt;/span&gt;'s from high schools can range from ""informative"" to ""absolutely &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;worthless&lt;/strong&gt;&lt;/span&gt;"" with regards to what they say about the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;student&lt;/strong&gt;&lt;/span&gt; who got them.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Basically&lt;/strong&gt;&lt;/span&gt; they have to admit a lot of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;students&lt;/strong&gt;&lt;/span&gt;, who to put it &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;bluntly&lt;/strong&gt;&lt;/span&gt;, have no business being at an institute of higher learning in the first place.. . Really, the universities don't have ""weed-out"" the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;students&lt;/strong&gt;&lt;/span&gt;, as the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;student&lt;/strong&gt;&lt;/span&gt;'s tend to ""weed-out"" themselves.
			"
238782_1;How can a student with bad credit go about getting a good student loan for University college?;Having bad credit means you're a bad risk. You should try to clean up your credit first. Would you loan money to someone that has a proven track record of not paying you back? I don't think so.;"
				Having &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;bad&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;credit&lt;/strong&gt;&lt;/span&gt; means you're a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;bad&lt;/strong&gt;&lt;/span&gt; risk. You should try to &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;clean&lt;/strong&gt;&lt;/span&gt; up your &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;credit&lt;/strong&gt;&lt;/span&gt; first. Would you loan money to someone that has a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;proven&lt;/strong&gt;&lt;/span&gt; track record of not paying you back? I don't think so.
			"
2413106_0;How to pass on-site drug screens?;Actually, they're all drug addicts who are suffering the ill-effects of a new drug epidemic. You'll also notice that they don't just attack you. They also attack each other. Finding out how the drug effects them is all part of the unfolding plot within the game.;"
				Actually, they're all &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;drug&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;addicts&lt;/strong&gt;&lt;/span&gt; who are suffering the ill-effects of a new &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;drug&lt;/strong&gt;&lt;/span&gt; epidemic. You'll also notice that they don't just attack you. They also attack each other. Finding out how the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;drug&lt;/strong&gt;&lt;/span&gt; effects them is all part of the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;unfolding&lt;/strong&gt;&lt;/span&gt; plot within the game.
			"
2413106_1;How to pass on-site drug screens?;You are out of luck. The best way to pass a drug test is to just don't do drugs. There are so many ways of drug testing today and some are foolproof. For example, the only way to pass a hair strand drug test is to be drug free for 2 years!;"
				You are out of luck. The best way to &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;pass&lt;/strong&gt;&lt;/span&gt; a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;drug&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;test&lt;/strong&gt;&lt;/span&gt; is to just don't do &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;drugs&lt;/strong&gt;&lt;/span&gt;. There are so many ways of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;drug&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;testing&lt;/strong&gt;&lt;/span&gt; today and some are &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;foolproof&lt;/strong&gt;&lt;/span&gt;. For example, the only way to &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;pass&lt;/strong&gt;&lt;/span&gt; a hair strand &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;drug&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;test&lt;/strong&gt;&lt;/span&gt; is to be &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;drug&lt;/strong&gt;&lt;/span&gt; free for 2 years!
			"
2432179_0;Why do Pentecostals talk in tongues?;"Pentecostal churches began forming early in the 20th Century to reinvigorate the worship service by using the experience of the First Pentecost (Acts 2) as a model. Services include things such as being overcome by the Spirit, trembling and speaking in tongues. Lively songs and enthusiastic preaching are also featured. The Catholic version is called ""Charismatic"" but essentially, it's a worship style that suits a Spirit-enthusiastic Christian.";"
				&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Pentecostal&lt;/strong&gt;&lt;/span&gt; churches began forming early in the 20th Century to reinvigorate the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;worship&lt;/strong&gt;&lt;/span&gt; service by using the experience of the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;First&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Pentecost&lt;/strong&gt;&lt;/span&gt; (&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Acts&lt;/strong&gt;&lt;/span&gt; 2) as a model.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Services&lt;/strong&gt;&lt;/span&gt; include things such as being overcome by the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Spirit&lt;/strong&gt;&lt;/span&gt;, trembling and speaking in tongues.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Lively&lt;/strong&gt;&lt;/span&gt; songs and enthusiastic preaching are also featured.  The Catholic version is called ""Charismatic"" but essentially, it's a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;worship&lt;/strong&gt;&lt;/span&gt; style that suits a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Spirit-enthusiastic&lt;/strong&gt;&lt;/span&gt; Christian.
			"
2432179_1;Why do Pentecostals talk in tongues?;"They are under the delusion that they are ""filled with the Holy Spirit"" when they are merely filled with emotion, and they think they are speaking with a language of the angels. But linguists have studied glossolalia, and find NO syntax at all. It's just nonsensical babbling. It represents the regression to a pre-verbal mentality.";"
				They are under the delusion that they are ""&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;filled&lt;/strong&gt;&lt;/span&gt; with the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Holy&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Spirit&lt;/strong&gt;&lt;/span&gt;"" when they are merely &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;filled&lt;/strong&gt;&lt;/span&gt; with emotion, and they think they are speaking with a language of the angels.  But linguists have studied &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;glossolalia&lt;/strong&gt;&lt;/span&gt;, and find NO syntax at all.  It's just nonsensical &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;babbling&lt;/strong&gt;&lt;/span&gt;.  It represents the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;regression&lt;/strong&gt;&lt;/span&gt; to a pre-verbal mentality.
			"
2483196_0;What is an enzyme-facilitated reaction?;For any molecule to perform its function it must recognize other molecules in the cell that it will react with them. The only way the reactants can meet is through binding to each other through their shapes. For example, if antibodies do not have their specific structures that can recognize specific antigens there will be no immune system and no disease will be treated. Another example is enzymes, the special 3-D structures create unique site called active sites that fit only the substrate of that enzyme, so any subtle change in the active site will make the enzyme nonfunctional and no reaction will be carried out.;"
				For any &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;molecule&lt;/strong&gt;&lt;/span&gt; to perform its function it must &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;recognize&lt;/strong&gt;&lt;/span&gt; other &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;molecules&lt;/strong&gt;&lt;/span&gt; in the cell that it will react with them. the only way the reactants can meet is through binding to each other through their shapes. for example, if antibodies do not have their specific structures that can &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;recognize&lt;/strong&gt;&lt;/span&gt; specific antigens there will be no immune system and no disease will be treated. Another example is &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;enzymes&lt;/strong&gt;&lt;/span&gt;, the special 3-D structures create unique site called active sites that fit only the substrate of that &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;enzyme&lt;/strong&gt;&lt;/span&gt;, so any subtle change in the active site will make the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;enzyme&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;nonfunctional&lt;/strong&gt;&lt;/span&gt; and no reaction will be carried out.
			"
2483196_1;What is an enzyme-facilitated reaction?;Enzymes tend to work best within narrow pH and temperature ranges, specific for the enzyme in question. Raising the temperature to 100 C would most likely denature the enzyme and render it inactive.. . For your interest, carbonic anhydrase is the catalyst for CO2 exchange in the lung during respiration. It works best at about body temperature and pH of 7.35.;"
				&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Enzymes&lt;/strong&gt;&lt;/span&gt; tend to work best within narrow &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;pH&lt;/strong&gt;&lt;/span&gt; and &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;temperature&lt;/strong&gt;&lt;/span&gt; ranges, specific for the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;enzyme&lt;/strong&gt;&lt;/span&gt; in question. Raising the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;temperature&lt;/strong&gt;&lt;/span&gt; to 100 C would most likely denature the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;enzyme&lt;/strong&gt;&lt;/span&gt; and render it inactive.. . For your interest, carbonic &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;anhydrase&lt;/strong&gt;&lt;/span&gt; is the catalyst for CO2 exchange in the lung during respiration. It works best at about body &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;temperature&lt;/strong&gt;&lt;/span&gt; and &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;pH&lt;/strong&gt;&lt;/span&gt; of 7.35.
			"
2500598_0;How do you CUBE BREAD?;Depends on the object. If you want to find the cube of a glass marble, you get 27 identical marbles and arrange 9 of them in a 3x3 square on a table, then add another layer of marbles arranged in a 3x3 square on top of the first layer, and finally a third identical layer on top of the other two. You then have a cube of marbles.. . If you want to find the cube of a house or an elephant, you have a more difficult problem.;"
				Depends on the object. If you want to find the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;cube&lt;/strong&gt;&lt;/span&gt; of a glass marble, you get 27 identical &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;marbles&lt;/strong&gt;&lt;/span&gt; and arrange 9 of them in a 3x3 square on a table, then add another &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;layer&lt;/strong&gt;&lt;/span&gt; of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;marbles&lt;/strong&gt;&lt;/span&gt; arranged in a 3x3 square on top of the first &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;layer&lt;/strong&gt;&lt;/span&gt;, and finally a third identical &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;layer&lt;/strong&gt;&lt;/span&gt; on top of the other two. You then have a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;cube&lt;/strong&gt;&lt;/span&gt; of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;marbles&lt;/strong&gt;&lt;/span&gt;.. . If you want to find the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;cube&lt;/strong&gt;&lt;/span&gt; of a house or an elephant, you have a more difficult problem.
			"
2500598_1;How do you CUBE BREAD?;You will need a serated bread knife. You can not cube bread without it. Just stack the slices and cut lengthwise and widthwise, and there you'll have your cubes. Again, if you don't have the proper tools, it won't work.;"
				You will need a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;serated&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;bread&lt;/strong&gt;&lt;/span&gt; knife. You can not &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;cube&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;bread&lt;/strong&gt;&lt;/span&gt; without it. just stack the slices and cut lengthwise and &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;widthwise&lt;/strong&gt;&lt;/span&gt;, and there you'll have your &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;cubes&lt;/strong&gt;&lt;/span&gt;. Again, if you don't have the proper tools, it won't work.
			"
